unique_id,session,bbid,ward,alderperson,vote
2015-2016-203,2015-2016,203,1,Sharon Tyus,Absent
2015-2016-203,2015-2016,203,2,Dionne Flowers,Absent
2015-2016-203,2015-2016,203,3,Freeman M Bosley Sr.,Absent
2015-2016-203,2015-2016,203,19,Marlene E Davis,Absent
2015-2016-203,2015-2016,203,22,Jeffrey L Boyd,Absent
2015-2016-204,2015-2016,204,4,Samuel L Moore,Aye
2015-2016-204,2015-2016,204,5,Tammika Hubbard,Aye
2015-2016-204,2015-2016,204,6,Christine Ingrassia,Aye
2015-2016-204,2015-2016,204,7,Jack Coatar,Aye
2015-2016-204,2015-2016,204,8,Stephen Conway,Aye
2015-2016-204,2015-2016,204,9,Kenneth Ortmann,Aye
2015-2016-204,2015-2016,204,10,Joseph Vollmer,Aye
2015-2016-204,2015-2016,204,11,Thomas A Villa,Aye
2015-2016-204,2015-2016,204,12,Larry Arnowitz,Aye
2015-2016-204,2015-2016,204,13,Beth Murphy,Aye
2015-2016-204,2015-2016,204,14,Carol Howard,Aye
2015-2016-204,2015-2016,204,15,Megan E. Green,Aye
2015-2016-204,2015-2016,204,16,Donna Baringer,Aye
2015-2016-204,2015-2016,204,17,Joseph D Roddy,Aye
2015-2016-204,2015-2016,204,18,Terry Kennedy,Aye
2015-2016-204,2015-2016,204,20,Cara Spencer,Aye
2015-2016-204,2015-2016,204,21,Antonio D French,Aye
2015-2016-204,2015-2016,204,23,Joseph Vaccaro,Aye
2015-2016-204,2015-2016,204,24,Scott Ogilvie,Aye
2015-2016-204,2015-2016,204,25,Shane Cohn,Aye
2015-2016-204,2015-2016,204,26,Frank Williamson,Aye
2015-2016-204,2015-2016,204,27,Chris Carter,Aye
2015-2016-204,2015-2016,204,28,Lyda Krewson,Aye
2015-2016-204,2015-2016,204,President,Lewis E Reed,Aye
2015-2016-204,2015-2016,204,1,Sharon Tyus,Absent
2015-2016-204,2015-2016,204,2,Dionne Flowers,Absent
2015-2016-204,2015-2016,204,3,Freeman M Bosley Sr.,Absent
2015-2016-204,2015-2016,204,19,Marlene E Davis,Absent
2015-2016-204,2015-2016,204,22,Jeffrey L Boyd,Absent
2015-2016-210,2015-2016,210,4,Samuel L Moore,Aye
2015-2016-210,2015-2016,210,5,Tammika Hubbard,Aye
2015-2016-210,2015-2016,210,6,Christine Ingrassia,Aye
2015-2016-210,2015-2016,210,7,Jack Coatar,Aye
2015-2016-210,2015-2016,210,8,Stephen Conway,Aye
2015-2016-210,2015-2016,210,9,Kenneth Ortmann,Aye
2015-2016-210,2015-2016,210,10,Joseph Vollmer,Aye
2015-2016-210,2015-2016,210,11,Thomas A Villa,Aye
2015-2016-210,2015-2016,210,12,Larry Arnowitz,Aye
2015-2016-210,2015-2016,210,13,Beth Murphy,Aye
2015-2016-210,2015-2016,210,14,Carol Howard,Aye
2015-2016-210,2015-2016,210,15,Megan E. Green,Aye
2015-2016-210,2015-2016,210,16,Donna Baringer,Aye
2015-2016-210,2015-2016,210,17,Joseph D Roddy,Aye
2015-2016-210,2015-2016,210,18,Terry Kennedy,Aye
2015-2016-210,2015-2016,210,20,Cara Spencer,Aye
2015-2016-210,2015-2016,210,21,Antonio D French,Aye
2015-2016-210,2015-2016,210,23,Joseph Vaccaro,Aye
2015-2016-210,2015-2016,210,24,Scott Ogilvie,Aye
2015-2016-210,2015-2016,210,25,Shane Cohn,Aye
2015-2016-210,2015-2016,210,26,Frank Williamson,Aye
2015-2016-210,2015-2016,210,27,Chris Carter,Aye
2015-2016-210,2015-2016,210,28,Lyda Krewson,Aye
2015-2016-210,2015-2016,210,President,Lewis E Reed,Aye
2015-2016-210,2015-2016,210,1,Sharon Tyus,Absent
2015-2016-210,2015-2016,210,2,Dionne Flowers,Absent
2015-2016-210,2015-2016,210,3,Freeman M Bosley Sr.,Absent
2015-2016-210,2015-2016,210,19,Marlene E Davis,Absent
2015-2016-210,2015-2016,210,22,Jeffrey L Boyd,Absent
2015-2016-211,2015-2016,211,4,Samuel L Moore,Aye
2015-2016-211,2015-2016,211,5,Tammika Hubbard,Aye
2015-2016-211,2015-2016,211,6,Christine Ingrassia,Aye
2015-2016-211,2015-2016,211,7,Jack Coatar,Aye
2015-2016-211,2015-2016,211,8,Stephen Conway,Aye
2015-2016-211,2015-2016,211,9,Kenneth Ortmann,Aye
2015-2016-211,2015-2016,211,10,Joseph Vollmer,Aye
2015-2016-211,2015-2016,211,11,Thomas A Villa,Aye
2015-2016-211,2015-2016,211,12,Larry Arnowitz,Aye
2015-2016-211,2015-2016,211,13,Beth Murphy,Aye
2015-2016-211,2015-2016,211,14,Carol Howard,Aye
2015-2016-211,2015-2016,211,15,Megan E. Green,Aye
2015-2016-211,2015-2016,211,16,Donna Baringer,Aye
2015-2016-211,2015-2016,211,17,Joseph D Roddy,Aye
2015-2016-211,2015-2016,211,18,Terry Kennedy,Aye
2015-2016-211,2015-2016,211,20,Cara Spencer,Aye
2015-2016-211,2015-2016,211,21,Antonio D French,Aye
2015-2016-211,2015-2016,211,23,Joseph Vaccaro,Aye
2015-2016-211,2015-2016,211,24,Scott Ogilvie,Aye
2015-2016-211,2015-2016,211,25,Shane Cohn,Aye
2015-2016-211,2015-2016,211,26,Frank Williamson,Aye
2015-2016-211,2015-2016,211,27,Chris Carter,Aye
2015-2016-211,2015-2016,211,28,Lyda Krewson,Aye
2015-2016-211,2015-2016,211,President,Lewis E Reed,Aye
2015-2016-211,2015-2016,211,1,Sharon Tyus,Absent
2015-2016-211,2015-2016,211,2,Dionne Flowers,Absent
2015-2016-211,2015-2016,211,3,Freeman M Bosley Sr.,Absent
2015-2016-211,2015-2016,211,19,Marlene E Davis,Absent
2015-2016-211,2015-2016,211,22,Jeffrey L Boyd,Absent
2015-2016-212,2015-2016,212,4,Samuel L Moore,Aye
2015-2016-212,2015-2016,212,5,Tammika Hubbard,Aye
2015-2016-212,2015-2016,212,6,Christine Ingrassia,Aye
2015-2016-212,2015-2016,212,7,Jack Coatar,Aye
2015-2016-212,2015-2016,212,8,Stephen Conway,Aye
2015-2016-212,2015-2016,212,9,Kenneth Ortmann,Aye
2015-2016-212,2015-2016,212,10,Joseph Vollmer,Aye
2015-2016-212,2015-2016,212,11,Thomas A Villa,Aye
2015-2016-212,2015-2016,212,12,Larry Arnowitz,Aye
2015-2016-212,2015-2016,212,13,Beth Murphy,Aye
2015-2016-212,2015-2016,212,14,Carol Howard,Aye
2015-2016-212,2015-2016,212,15,Megan E. Green,Aye
2015-2016-212,2015-2016,212,16,Donna Baringer,Aye
2015-2016-212,2015-2016,212,17,Joseph D Roddy,Aye
2015-2016-212,2015-2016,212,18,Terry Kennedy,Aye
2015-2016-212,2015-2016,212,20,Cara Spencer,Aye
2015-2016-212,2015-2016,212,21,Antonio D French,Aye
2015-2016-212,2015-2016,212,23,Joseph Vaccaro,Aye
2015-2016-212,2015-2016,212,24,Scott Ogilvie,Aye
2015-2016-212,2015-2016,212,25,Shane Cohn,Aye
2015-2016-212,2015-2016,212,26,Frank Williamson,Aye
2015-2016-212,2015-2016,212,27,Chris Carter,Aye
2015-2016-212,2015-2016,212,28,Lyda Krewson,Aye
2015-2016-212,2015-2016,212,President,Lewis E Reed,Aye
2015-2016-212,2015-2016,212,1,Sharon Tyus,Absent
2015-2016-212,2015-2016,212,2,Dionne Flowers,Absent
2015-2016-212,2015-2016,212,3,Freeman M Bosley Sr.,Absent
2015-2016-212,2015-2016,212,19,Marlene E Davis,Absent
2015-2016-212,2015-2016,212,22,Jeffrey L Boyd,Absent
2015-2016-213,2015-2016,213,4,Samuel L Moore,Aye
2015-2016-213,2015-2016,213,5,Tammika Hubbard,Aye
2015-2016-213,2015-2016,213,6,Christine Ingrassia,Aye
2015-2016-213,2015-2016,213,7,Jack Coatar,Aye
2015-2016-213,2015-2016,213,8,Stephen Conway,Aye
2015-2016-213,2015-2016,213,9,Kenneth Ortmann,Aye
2015-2016-213,2015-2016,213,10,Joseph Vollmer,Aye
2015-2016-213,2015-2016,213,11,Thomas A Villa,Aye
2015-2016-213,2015-2016,213,12,Larry Arnowitz,Aye
2015-2016-213,2015-2016,213,13,Beth Murphy,Aye
2015-2016-213,2015-2016,213,14,Carol Howard,Aye
2015-2016-213,2015-2016,213,15,Megan E. Green,Aye
2015-2016-213,2015-2016,213,16,Donna Baringer,Aye
2015-2016-213,2015-2016,213,17,Joseph D Roddy,Aye
2015-2016-213,2015-2016,213,18,Terry Kennedy,Aye
2015-2016-213,2015-2016,213,20,Cara Spencer,Aye
2015-2016-213,2015-2016,213,21,Antonio D French,Aye
2015-2016-213,2015-2016,213,23,Joseph Vaccaro,Aye
2015-2016-213,2015-2016,213,24,Scott Ogilvie,Aye
2015-2016-213,2015-2016,213,25,Shane Cohn,Aye
2015-2016-213,2015-2016,213,26,Frank Williamson,Aye
2015-2016-213,2015-2016,213,27,Chris Carter,Aye
2015-2016-213,2015-2016,213,28,Lyda Krewson,Aye
2015-2016-213,2015-2016,213,President,Lewis E Reed,Aye
2015-2016-213,2015-2016,213,1,Sharon Tyus,Absent
2015-2016-213,2015-2016,213,2,Dionne Flowers,Absent
2015-2016-213,2015-2016,213,3,Freeman M Bosley Sr.,Absent
2015-2016-213,2015-2016,213,19,Marlene E Davis,Absent
2015-2016-213,2015-2016,213,22,Jeffrey L Boyd,Absent
2015-2016-214,2015-2016,214,4,Samuel L Moore,Aye
2015-2016-214,2015-2016,214,5,Tammika Hubbard,Aye
2015-2016-214,2015-2016,214,6,Christine Ingrassia,Aye
2015-2016-214,2015-2016,214,7,Jack Coatar,Aye
2015-2016-214,2015-2016,214,8,Stephen Conway,Aye
2015-2016-214,2015-2016,214,9,Kenneth Ortmann,Aye
2015-2016-214,2015-2016,214,10,Joseph Vollmer,Aye
2015-2016-214,2015-2016,214,11,Thomas A Villa,Aye
2015-2016-214,2015-2016,214,12,Larry Arnowitz,Aye
2015-2016-214,2015-2016,214,13,Beth Murphy,Aye
2015-2016-214,2015-2016,214,14,Carol Howard,Aye
2015-2016-214,2015-2016,214,15,Megan E. Green,Aye
2015-2016-214,2015-2016,214,16,Donna Baringer,Aye
2015-2016-214,2015-2016,214,17,Joseph D Roddy,Aye
2015-2016-214,2015-2016,214,18,Terry Kennedy,Aye
2015-2016-214,2015-2016,214,20,Cara Spencer,Aye
2015-2016-214,2015-2016,214,21,Antonio D French,Aye
2015-2016-214,2015-2016,214,23,Joseph Vaccaro,Aye
2015-2016-214,2015-2016,214,24,Scott Ogilvie,Aye
2015-2016-214,2015-2016,214,25,Shane Cohn,Aye
2015-2016-214,2015-2016,214,26,Frank Williamson,Aye
2015-2016-214,2015-2016,214,27,Chris Carter,Aye
2015-2016-214,2015-2016,214,28,Lyda Krewson,Aye
2015-2016-214,2015-2016,214,President,Lewis E Reed,Aye
2015-2016-214,2015-2016,214,1,Sharon Tyus,Absent
2015-2016-214,2015-2016,214,2,Dionne Flowers,Absent
2015-2016-214,2015-2016,214,3,Freeman M Bosley Sr.,Absent
2015-2016-214,2015-2016,214,19,Marlene E Davis,Absent
2015-2016-214,2015-2016,214,22,Jeffrey L Boyd,Absent
2015-2016-216,2015-2016,216,4,Samuel L Moore,Aye
2015-2016-216,2015-2016,216,5,Tammika Hubbard,Aye
2015-2016-216,2015-2016,216,6,Christine Ingrassia,Aye
2015-2016-216,2015-2016,216,7,Jack Coatar,Aye
2015-2016-216,2015-2016,216,8,Stephen Conway,Aye
2015-2016-216,2015-2016,216,9,Kenneth Ortmann,Aye
2015-2016-216,2015-2016,216,10,Joseph Vollmer,Aye
2015-2016-216,2015-2016,216,11,Thomas A Villa,Aye
2015-2016-216,2015-2016,216,12,Larry Arnowitz,Aye
2015-2016-216,2015-2016,216,13,Beth Murphy,Aye
2015-2016-216,2015-2016,216,14,Carol Howard,Aye
2015-2016-216,2015-2016,216,15,Megan E. Green,Aye
2015-2016-216,2015-2016,216,16,Donna Baringer,Aye
2015-2016-216,2015-2016,216,17,Joseph D Roddy,Aye
2015-2016-216,2015-2016,216,18,Terry Kennedy,Aye
2015-2016-216,2015-2016,216,20,Cara Spencer,Aye
2015-2016-216,2015-2016,216,21,Antonio D French,Aye
2015-2016-216,2015-2016,216,23,Joseph Vaccaro,Aye
2015-2016-216,2015-2016,216,24,Scott Ogilvie,Aye
2015-2016-216,2015-2016,216,25,Shane Cohn,Aye
2015-2016-216,2015-2016,216,26,Frank Williamson,Aye
2015-2016-216,2015-2016,216,27,Chris Carter,Aye
2015-2016-216,2015-2016,216,28,Lyda Krewson,Aye
2015-2016-216,2015-2016,216,President,Lewis E Reed,Aye
2015-2016-216,2015-2016,216,1,Sharon Tyus,Absent
2015-2016-216,2015-2016,216,2,Dionne Flowers,Absent
2015-2016-216,2015-2016,216,3,Freeman M Bosley Sr.,Absent
2015-2016-216,2015-2016,216,19,Marlene E Davis,Absent
2015-2016-216,2015-2016,216,22,Jeffrey L Boyd,Absent
2015-2016-217,2015-2016,217,4,Samuel L Moore,Aye
2015-2016-217,2015-2016,217,5,Tammika Hubbard,Aye
2015-2016-217,2015-2016,217,6,Christine Ingrassia,Aye
2015-2016-217,2015-2016,217,7,Jack Coatar,Aye
2015-2016-217,2015-2016,217,8,Stephen Conway,Aye
2015-2016-217,2015-2016,217,9,Kenneth Ortmann,Aye
2015-2016-217,2015-2016,217,10,Joseph Vollmer,Aye
2015-2016-217,2015-2016,217,11,Thomas A Villa,Aye
2015-2016-217,2015-2016,217,12,Larry Arnowitz,Aye
2015-2016-217,2015-2016,217,13,Beth Murphy,Aye
2015-2016-217,2015-2016,217,14,Carol Howard,Aye
2015-2016-217,2015-2016,217,15,Megan E. Green,Aye
2015-2016-217,2015-2016,217,16,Donna Baringer,Aye
2015-2016-217,2015-2016,217,17,Joseph D Roddy,Aye
2015-2016-217,2015-2016,217,18,Terry Kennedy,Aye
2015-2016-217,2015-2016,217,20,Cara Spencer,Aye
2015-2016-217,2015-2016,217,21,Antonio D French,Aye
2015-2016-217,2015-2016,217,23,Joseph Vaccaro,Aye
2015-2016-217,2015-2016,217,24,Scott Ogilvie,Aye
2015-2016-217,2015-2016,217,25,Shane Cohn,Aye
2015-2016-217,2015-2016,217,26,Frank Williamson,Aye
2015-2016-217,2015-2016,217,27,Chris Carter,Aye
2015-2016-217,2015-2016,217,28,Lyda Krewson,Aye
2015-2016-217,2015-2016,217,President,Lewis E Reed,Aye
2015-2016-217,2015-2016,217,1,Sharon Tyus,Absent
2015-2016-217,2015-2016,217,2,Dionne Flowers,Absent
2015-2016-217,2015-2016,217,3,Freeman M Bosley Sr.,Absent
2015-2016-217,2015-2016,217,19,Marlene E Davis,Absent
2015-2016-217,2015-2016,217,22,Jeffrey L Boyd,Absent
2015-2016-192,2015-2016,192,4,Samuel L Moore,Aye
2015-2016-192,2015-2016,192,5,Tammika Hubbard,Aye
2015-2016-192,2015-2016,192,6,Christine Ingrassia,Aye
2015-2016-192,2015-2016,192,7,Jack Coatar,Aye
2015-2016-192,2015-2016,192,8,Stephen Conway,Aye
2015-2016-192,2015-2016,192,9,Kenneth Ortmann,Aye
2015-2016-192,2015-2016,192,10,Joseph Vollmer,Aye
2015-2016-192,2015-2016,192,11,Thomas A Villa,Aye
2015-2016-192,2015-2016,192,12,Larry Arnowitz,Aye
2015-2016-192,2015-2016,192,13,Beth Murphy,Aye
2015-2016-192,2015-2016,192,14,Carol Howard,Aye
2015-2016-192,2015-2016,192,15,Megan E. Green,Aye
2015-2016-192,2015-2016,192,16,Donna Baringer,Aye
2015-2016-192,2015-2016,192,17,Joseph D Roddy,Aye
2015-2016-192,2015-2016,192,18,Terry Kennedy,Aye
2015-2016-192,2015-2016,192,20,Cara Spencer,Aye
2015-2016-192,2015-2016,192,21,Antonio D French,Aye
2015-2016-192,2015-2016,192,23,Joseph Vaccaro,Aye
2015-2016-192,2015-2016,192,24,Scott Ogilvie,Aye
2015-2016-192,2015-2016,192,25,Shane Cohn,Aye
2015-2016-192,2015-2016,192,26,Frank Williamson,Aye
2015-2016-192,2015-2016,192,27,Chris Carter,Aye
2015-2016-192,2015-2016,192,28,Lyda Krewson,Aye
2015-2016-192,2015-2016,192,President,Lewis E Reed,Aye
2015-2016-192,2015-2016,192,1,Sharon Tyus,Absent
2015-2016-192,2015-2016,192,2,Dionne Flowers,Absent
2015-2016-192,2015-2016,192,3,Freeman M Bosley Sr.,Absent
2015-2016-192,2015-2016,192,19,Marlene E Davis,Absent
2015-2016-192,2015-2016,192,22,Jeffrey L Boyd,Absent
2015-2016-109,2015-2016,109,1,Sharon Tyus,Aye
2015-2016-109,2015-2016,109,2,Dionne Flowers,Aye
2015-2016-109,2015-2016,109,3,Freeman M Bosley Sr.,Aye
2015-2016-109,2015-2016,109,5,Tammika Hubbard,Aye
2015-2016-109,2015-2016,109,6,Christine Ingrassia,Aye
2015-2016-109,2015-2016,109,7,Jack Coatar,Aye
2015-2016-109,2015-2016,109,8,Stephen Conway,Aye
2015-2016-109,2015-2016,109,9,Kenneth Ortmann,Aye
2015-2016-109,2015-2016,109,11,Thomas A Villa,Aye
2015-2016-109,2015-2016,109,12,Larry Arnowitz,Aye
2015-2016-109,2015-2016,109,13,Beth Murphy,Aye
2015-2016-109,2015-2016,109,14,Carol Howard,Aye
2015-2016-109,2015-2016,109,15,Megan E. Green,Aye
2015-2016-109,2015-2016,109,16,Donna Baringer,Aye
2015-2016-109,2015-2016,109,17,Joseph D Roddy,Aye
2015-2016-109,2015-2016,109,18,Terry Kennedy,Aye
2015-2016-109,2015-2016,109,19,Marlene E Davis,Aye
2015-2016-109,2015-2016,109,20,Cara Spencer,Aye
2015-2016-109,2015-2016,109,21,Antonio D French,Aye
2015-2016-109,2015-2016,109,23,Joseph Vaccaro,Aye
2015-2016-109,2015-2016,109,24,Scott Ogilvie,Aye
2015-2016-109,2015-2016,109,25,Shane Cohn,Aye
2015-2016-109,2015-2016,109,26,Frank Williamson,Aye
2015-2016-109,2015-2016,109,27,Chris Carter,Aye
2015-2016-109,2015-2016,109,28,Lyda Krewson,Aye
2015-2016-109,2015-2016,109,President,Lewis E Reed,Aye
2015-2016-109,2015-2016,109,4,Samuel L Moore,Absent
2015-2016-109,2015-2016,109,10,Joseph Vollmer,Absent
2015-2016-109,2015-2016,109,22,Jeffrey L Boyd,Absent
2015-2016-179,2015-2016,179,2,Dionne Flowers,Aye
2015-2016-179,2015-2016,179,5,Tammika Hubbard,Aye
2015-2016-179,2015-2016,179,6,Christine Ingrassia,Aye
2015-2016-179,2015-2016,179,7,Jack Coatar,Aye
2015-2016-179,2015-2016,179,9,Kenneth Ortmann,Aye
2015-2016-179,2015-2016,179,11,Thomas A Villa,Aye
2015-2016-179,2015-2016,179,12,Larry Arnowitz,Aye
2015-2016-179,2015-2016,179,13,Beth Murphy,Aye
2015-2016-179,2015-2016,179,14,Carol Howard,Aye
2015-2016-179,2015-2016,179,15,Megan E. Green,Aye
2015-2016-179,2015-2016,179,16,Donna Baringer,Aye
2015-2016-179,2015-2016,179,17,Joseph D Roddy,Aye
2015-2016-179,2015-2016,179,18,Terry Kennedy,Aye
2015-2016-179,2015-2016,179,19,Marlene E Davis,Aye
2015-2016-179,2015-2016,179,20,Cara Spencer,Aye
2015-2016-179,2015-2016,179,23,Joseph Vaccaro,Aye
2015-2016-179,2015-2016,179,24,Scott Ogilvie,Aye
2015-2016-179,2015-2016,179,25,Shane Cohn,Aye
2015-2016-179,2015-2016,179,26,Frank Williamson,Aye
2015-2016-179,2015-2016,179,28,Lyda Krewson,Aye
2015-2016-179,2015-2016,179,1,Sharon Tyus,No
2015-2016-179,2015-2016,179,3,Freeman M Bosley Sr.,No
2015-2016-179,2015-2016,179,4,Samuel L Moore,No
2015-2016-179,2015-2016,179,21,Antonio D French,No
2015-2016-179,2015-2016,179,27,Chris Carter,No
2015-2016-179,2015-2016,179,President,Lewis E Reed,No
2015-2016-179,2015-2016,179,8,Stephen Conway,Absent
2015-2016-179,2015-2016,179,10,Joseph Vollmer,Absent
2015-2016-179,2015-2016,179,22,Jeffrey L Boyd,Absent
2015-2016-183,2015-2016,183,1,Sharon Tyus,Aye
2015-2016-183,2015-2016,183,2,Dionne Flowers,Aye
2015-2016-183,2015-2016,183,3,Freeman M Bosley Sr.,Aye
2015-2016-183,2015-2016,183,5,Tammika Hubbard,Aye
2015-2016-183,2015-2016,183,6,Christine Ingrassia,Aye
2015-2016-183,2015-2016,183,7,Jack Coatar,Aye
2015-2016-183,2015-2016,183,8,Stephen Conway,Aye
2015-2016-183,2015-2016,183,9,Kenneth Ortmann,Aye
2015-2016-183,2015-2016,183,11,Thomas A Villa,Aye
2015-2016-183,2015-2016,183,12,Larry Arnowitz,Aye
2015-2016-183,2015-2016,183,13,Beth Murphy,Aye
2015-2016-183,2015-2016,183,14,Carol Howard,Aye
2015-2016-183,2015-2016,183,15,Megan E. Green,Aye
2015-2016-183,2015-2016,183,16,Donna Baringer,Aye
2015-2016-183,2015-2016,183,17,Joseph D Roddy,Aye
2015-2016-183,2015-2016,183,18,Terry Kennedy,Aye
2015-2016-183,2015-2016,183,19,Marlene E Davis,Aye
2015-2016-183,2015-2016,183,20,Cara Spencer,Aye
2015-2016-183,2015-2016,183,21,Antonio D French,Aye
2015-2016-183,2015-2016,183,23,Joseph Vaccaro,Aye
2015-2016-183,2015-2016,183,24,Scott Ogilvie,Aye
2015-2016-183,2015-2016,183,25,Shane Cohn,Aye
2015-2016-183,2015-2016,183,26,Frank Williamson,Aye
2015-2016-183,2015-2016,183,27,Chris Carter,Aye
2015-2016-183,2015-2016,183,28,Lyda Krewson,Aye
2015-2016-183,2015-2016,183,President,Lewis E Reed,Aye
2015-2016-183,2015-2016,183,4,Samuel L Moore,Absent
2015-2016-183,2015-2016,183,10,Joseph Vollmer,Absent
2015-2016-183,2015-2016,183,22,Jeffrey L Boyd,Absent
2015-2016-208,2015-2016,208,2,Dionne Flowers,Aye
2015-2016-208,2015-2016,208,5,Tammika Hubbard,Aye
2015-2016-208,2015-2016,208,6,Christine Ingrassia,Aye
2015-2016-208,2015-2016,208,7,Jack Coatar,Aye
2015-2016-208,2015-2016,208,8,Stephen Conway,Aye
2015-2016-208,2015-2016,208,9,Kenneth Ortmann,Aye
2015-2016-208,2015-2016,208,11,Thomas A Villa,Aye
2015-2016-208,2015-2016,208,12,Larry Arnowitz,Aye
2015-2016-208,2015-2016,208,13,Beth Murphy,Aye
2015-2016-208,2015-2016,208,14,Carol Howard,Aye
2015-2016-208,2015-2016,208,15,Megan E. Green,Aye
2015-2016-208,2015-2016,208,16,Donna Baringer,Aye
2015-2016-208,2015-2016,208,17,Joseph D Roddy,Aye
2015-2016-208,2015-2016,208,18,Terry Kennedy,Aye
2015-2016-208,2015-2016,208,19,Marlene E Davis,Aye
2015-2016-208,2015-2016,208,20,Cara Spencer,Aye
2015-2016-208,2015-2016,208,21,Antonio D French,Aye
2015-2016-208,2015-2016,208,23,Joseph Vaccaro,Aye
2015-2016-208,2015-2016,208,24,Scott Ogilvie,Aye
2015-2016-208,2015-2016,208,25,Shane Cohn,Aye
2015-2016-208,2015-2016,208,26,Frank Williamson,Aye
2015-2016-208,2015-2016,208,27,Chris Carter,Aye
2015-2016-208,2015-2016,208,28,Lyda Krewson,Aye
2015-2016-208,2015-2016,208,President,Lewis E Reed,Aye
2015-2016-208,2015-2016,208,1,Sharon Tyus,No
2015-2016-208,2015-2016,208,3,Freeman M Bosley Sr.,No
2015-2016-208,2015-2016,208,4,Samuel L Moore,Absent
2015-2016-208,2015-2016,208,10,Joseph Vollmer,Absent
2015-2016-208,2015-2016,208,22,Jeffrey L Boyd,Absent
2015-2016-76,2015-2016,76,1,Sharon Tyus,Aye
2015-2016-76,2015-2016,76,2,Dionne Flowers,Aye
2015-2016-76,2015-2016,76,5,Tammika Hubbard,Aye
2015-2016-76,2015-2016,76,6,Christine Ingrassia,Aye
2015-2016-76,2015-2016,76,7,Jack Coatar,Aye
2015-2016-76,2015-2016,76,8,Stephen Conway,Aye
2015-2016-76,2015-2016,76,9,Kenneth Ortmann,Aye
2015-2016-76,2015-2016,76,11,Thomas A Villa,Aye
2015-2016-76,2015-2016,76,12,Larry Arnowitz,Aye
2015-2016-76,2015-2016,76,13,Beth Murphy,Aye
2015-2016-76,2015-2016,76,16,Donna Baringer,Aye
2015-2016-76,2015-2016,76,17,Joseph D Roddy,Aye
2015-2016-76,2015-2016,76,18,Terry Kennedy,Aye
2015-2016-76,2015-2016,76,19,Marlene E Davis,Aye
2015-2016-76,2015-2016,76,20,Cara Spencer,Aye
2015-2016-76,2015-2016,76,22,Jeffrey L Boyd,Aye
2015-2016-76,2015-2016,76,23,Joseph Vaccaro,Aye
2015-2016-76,2015-2016,76,25,Shane Cohn,Aye
2015-2016-76,2015-2016,76,26,Frank Williamson,Aye
2015-2016-76,2015-2016,76,27,Chris Carter,Aye
2015-2016-76,2015-2016,76,28,Lyda Krewson,Aye
2015-2016-76,2015-2016,76,President,Lewis E Reed,Aye
2015-2016-76,2015-2016,76,4,Samuel L Moore,No
2015-2016-76,2015-2016,76,3,Freeman M Bosley Sr.,Absent
2015-2016-76,2015-2016,76,10,Joseph Vollmer,Absent
2015-2016-76,2015-2016,76,14,Carol Howard,Absent
2015-2016-76,2015-2016,76,15,Megan E. Green,Absent
2015-2016-76,2015-2016,76,21,Antonio D French,Absent
2015-2016-76,2015-2016,76,24,Scott Ogilvie,Absent
2015-2016-141,2015-2016,141,1,Sharon Tyus,Aye
2015-2016-141,2015-2016,141,2,Dionne Flowers,Aye
2015-2016-141,2015-2016,141,5,Tammika Hubbard,Aye
2015-2016-141,2015-2016,141,6,Christine Ingrassia,Aye
2015-2016-141,2015-2016,141,7,Jack Coatar,Aye
2015-2016-141,2015-2016,141,8,Stephen Conway,Aye
2015-2016-141,2015-2016,141,9,Kenneth Ortmann,Aye
2015-2016-141,2015-2016,141,11,Thomas A Villa,Aye
2015-2016-141,2015-2016,141,12,Larry Arnowitz,Aye
2015-2016-141,2015-2016,141,13,Beth Murphy,Aye
2015-2016-141,2015-2016,141,16,Donna Baringer,Aye
2015-2016-141,2015-2016,141,17,Joseph D Roddy,Aye
2015-2016-141,2015-2016,141,18,Terry Kennedy,Aye
2015-2016-141,2015-2016,141,19,Marlene E Davis,Aye
2015-2016-141,2015-2016,141,20,Cara Spencer,Aye
2015-2016-141,2015-2016,141,22,Jeffrey L Boyd,Aye
2015-2016-141,2015-2016,141,23,Joseph Vaccaro,Aye
2015-2016-141,2015-2016,141,25,Shane Cohn,Aye
2015-2016-141,2015-2016,141,26,Frank Williamson,Aye
2015-2016-141,2015-2016,141,27,Chris Carter,Aye
2015-2016-141,2015-2016,141,28,Lyda Krewson,Aye
2015-2016-141,2015-2016,141,President,Lewis E Reed,Aye
2015-2016-141,2015-2016,141,4,Samuel L Moore,No
2015-2016-141,2015-2016,141,3,Freeman M Bosley Sr.,Absent
2015-2016-141,2015-2016,141,10,Joseph Vollmer,Absent
2015-2016-141,2015-2016,141,14,Carol Howard,Absent
2015-2016-141,2015-2016,141,15,Megan E. Green,Absent
2015-2016-141,2015-2016,141,21,Antonio D French,Absent
2015-2016-141,2015-2016,141,24,Scott Ogilvie,Absent
2015-2016-184,2015-2016,184,1,Sharon Tyus,Aye
2015-2016-184,2015-2016,184,2,Dionne Flowers,Aye
2015-2016-184,2015-2016,184,5,Tammika Hubbard,Aye
2015-2016-184,2015-2016,184,6,Christine Ingrassia,Aye
2015-2016-184,2015-2016,184,7,Jack Coatar,Aye
2015-2016-184,2015-2016,184,8,Stephen Conway,Aye
2015-2016-184,2015-2016,184,9,Kenneth Ortmann,Aye
2015-2016-184,2015-2016,184,11,Thomas A Villa,Aye
2015-2016-184,2015-2016,184,12,Larry Arnowitz,Aye
